,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984
ebitPerRevenue,0.18300619182005812,0.17348706349644177,0.16758195000737522,0.14917700353390415,0.1594178038677543,0.1643042804645386,0.1634597388170089,0.11782556167507076,0.16512931612096307,0.16044694246122165,0.15382491190366132,0.18645582720662357,0.176129490082114,0.1581139858283474,0.16318368602632563,0.165407490757113,0.1689003436426117,0.16969050160085378,0.18220415537488707,0.17732724157624213,0.16014593030569882,0.16520903683399973,0.16401002955135668,0.16293367061046093,0.15750041438753523,0.1531207102490507,0.1587887740029542,0.13706805657787416,0.11734316476652303,0.11280210459026872,0.11606109696829438,0.11557065369345189,0.10004187150101577,0.09696473686083336,0.0927821116861049,0.09003141078758214,0.07933981598569746,0.05974329054842474,0.09130645944633317
debtRatio,0.6530085139642523,0.6740740973371564,0.7112933225564568,0.7369948723398603,0.7626502089864159,0.7434326948644362,0.7166260598831077,0.7190193266407157,0.6548170934558039,0.6426869097007679,0.6335700200978347,0.6459235856381697,0.6805231094694806,0.6969476581556158,0.6608425762540963,0.6448526176858776,0.6205854890975998,0.6231041735857412,0.6993169991326973,0.7544851045152795,0.7837968561064087,0.9897858966804164,1.0631832094446874,0.9603960396039604,0.9507432537421661,0.8733982573039467,0.906525037936267,0.9580107206670637,0.7785686802616391,0.7379058267039347,0.6815563298490128,0.7145053818554588,0.7537993920972644,0.7465373961218836,0.7571107784431138,0.6797053148570427,0.673058485139022,0.6154712730003755,0.5717284814555633
debtEquityRatio,1.9257569433904993,2.266409021794222,2.719190916423652,3.1457651144659438,3.803129732458354,3.7468980336883937,3.155977445134072,3.160666039586127,2.3193058701107914,2.1824885345163514,2.0814270364545213,1.8949493362658079,2.2267485979751616,2.407443909791872,2.024437723221468,2.204549727392367,1.9575537075537075,1.983262861169838,2.458269817073171,3.2938922155688624,3.6252796420581657,96.90384615384616,-16.826989619377162,24.25,19.301787592008413,6.884848484848485,9.698051948051948,22.81560283687943,3.516072980017376,2.815422477440525,2.1402728134801956,2.502692998204668,3.0617283950617282,2.9453551912568305,3.1171032357473036,2.1221248630887186,2.055636896046852,1.6021505376344085,1.3338775510204082
longTermDebtToCapitalization,0.4709091365335876,0.5153450525830966,0.5816917127358613,0.6223359547734658,0.6735159331837659,0.6384619240151034,0.5887353081023365,0.6035749420837168,0.4957054551908815,0.470388861989316,0.48967703995676914,0.46544339939536444,0.49370279438499165,0.5265382679903015,0.41163330020351174,0.37694740541173716,0.2949798460974716,0.4284563488067667,0.5854005372096698,0.6428876913865367,0.6099050943602051,0.9771227452705675,1.1964649898028552,0.9121114683815649,0.8960996394624713,0.7555555555555555,0.7985611510791367,0.9085603112840467,0.551791277258567,0.5098512263771613,0.4017194728113817,0.4410436527847466,0.45963975983989325,0.4227129337539432,0.3580613254203759,0.2810315975981888,0.4014022787028922,0.3054989816700611,0.22858942065491183
totalDebtToCapitalization,0.5318192718649246,0.5786588838268792,0.6333211994357738,0.6725614425955581,0.7203468171240955,0.6866020739195922,0.6310034353458922,0.6486294530469882,0.5734631802932,0.544289100011611,0.5363828665901396,0.5196066593210873,0.5432419180305694,0.5775824068178479,0.529651237580683,0.5384815618221258,0.5117164368496743,0.5217391304347826,0.6105091286922962,0.67963474524248,0.7199028745985745,0.9833918875758544,1.1130230739147438,0.9313807531380753,0.91538769518217,0.7779273216689099,0.8156792339916218,0.9148036253776435,0.6164611796067977,0.568800848956491,0.4501664460754823,0.44742063492063494,0.4943820224719101,0.4752688172043011,0.5300506879073136,0.34215977663694497,0.4040139616055846,0.44792228818132757,0.33387710712343666
interestCoverage,9.065727699530516,7.352817395370587,6.251640211640211,4.770383010997345,6.510897768552153,8.495200264812976,8.68034626482847,6.321667681071212,9.285400313971742,8.654931714719272,7.08236594803759,7.844218264065592,6.381243878550441,5.956153846153846,4.961692650334076,4.493449781659389,,,,,,,,,,,,,,,,,,,,,,-4.266666666666667,-19.789473684210527
cashFlowToDebtRatio,0.276909330794796,0.2293640054127199,0.26412328914753747,0.193719806763285,0.17959870026424588,0.2439752365082211,0.31192399387965697,0.27567514825616063,0.2892166905688725,0.36716818712276167,0.32330138903844086,0.22175422288710403,0.33943883347079784,0.25838456646173413,0.24714622473033787,0.28440219142765066,0.29277566539923955,0.27632428940568476,0.17760758570386578,0.18414813142147454,0.09933630725709934,0.23933095160766482,0.2416373858046381,0.3082659478885894,0.3739612188365651,0.3386966551326413,0.4840792369772561,0.440885072655218,0.449027027027027,0.5347636815920398,0.687455452601568,0.6035476718403547,0.7926767676767676,0.5368024132730015,0.4654371584699454,1.0902869176098973,0.7587473002159827,0.07746987951807228,0.38452768729641695
companyEquityMultiplier,2.9490533464865685,3.362255026186856,3.8228826704721723,4.268367708554823,4.986728761948185,5.03999630305691,4.403938988276337,4.395801228811015,3.541914060108955,3.395881418422709,3.2852359966986935,2.9337051292121594,3.272113124433175,3.45426788026359,3.0634190289262846,3.418687723256251,3.1543659043659042,3.182875264270613,3.5152439024390243,4.365748502994012,4.625279642058166,97.90384615384616,-15.826989619377162,25.25,20.301787592008413,7.8828282828282825,10.698051948051948,23.81560283687943,4.516072980017376,3.815422477440525,3.1402728134801956,3.502692998204668,4.061728395061729,3.9453551912568305,4.117103235747304,3.1221248630887186,3.054172767203514,2.603128054740958,2.333061224489796
receivablesTurnover,9.685262621111677,9.98677758801168,9.953469987012253,8.551898990923382,8.288347111789795,9.589759332023576,10.585479644660317,10.907139321950012,10.71917644242279,10.535297255645784,11.278962692125397,12.802374602082079,11.774090872921143,15.40937696664569,9.973044049967127,11.118856121537087,10.817843866171003,10.874274661508704,10.96039603960396,10.720408163265306,7.870297029702971,10.659186746987952,13.373652694610778,12.721181262729123,15.269552012148823,13.387350835322195,16.023668639053255,18.146931407942237,27.473870967741934,28.343554006968642,26.64542651593011,23.376470588235293,24.896911196911198,22.04156862745098,22.516521739130436,21.92353189691593,20.848181818181818,15.035087719298245,7.473684210526316
payablesTurnover,3.16164025814228,3.196578623237991,3.5399513501862856,3.892085070600189,3.755334644235671,4.743843758845174,5.244857073051551,6.936520190023753,7.161794824055111,7.975126475548061,9.237705631473583,8.970656215455733,10.503708063566805,11.772218073188947,9.365517977168462,10.224935732647815,6.052128583840139,6.015845070422535,5.750218340611354,4.688411358403684,3.917009038619556,4.589983844911147,3.8766355140186914,3.7083462132921174,4.028494351711347,3.8806666666666665,3.7918781725888326,4.0951417004048585,6.858769230769231,6.965316045380876,6.518893280632411,6.428497409326424,6.727992277992278,7.127688787185354,6.177440347071584,,6.711780104712042,6.85595567867036,5.089958158995816
inventoryTurnover,6.742676591870615,6.415105740181269,8.060506204865737,7.123965882126595,6.279929363049567,6.7781073065516315,7.592558534342506,7.58069959114803,7.400153905348211,7.344031057910062,7.17690018934271,5.546945877089418,6.6390625,7.022423522423522,6.422519754170325,6.775979557069847,6.602843601895734,6.590163934426229,6.19379115710254,5.646025878003697,4.518483412322275,5.474373795761079,4.870450097847358,5.618969555035129,6.131126507569926,6.396703296703297,5.659090909090909,5.438172043010753,9.135655737704917,9.789521640091117,8.463054187192117,7.5346153846153845,8.845431472081218,8.418378378378378,6.716509433962264,7.292846114256305,7.304558404558405,6.5476190476190474,3.675226586102719
fixedAssetTurnover,5.091084544041173,4.548351482912631,4.46718029296974,4.453210815378116,3.889207353231864,4.235648236027877,4.42437760444492,4.660032246980149,4.543392780131409,4.583197957762822,4.560434746899554,4.447293702740668,4.730792595197749,4.8407855283534875,4.3924262411119335,4.12806901128069,3.883883883883884,3.7392750249418025,3.5583413693346193,3.525503355704698,2.875904486251809,4.715323117921386,4.7688256227758,4.823243243243243,5.08556014498862,4.385691946833464,4.128048780487805,3.450034317089911,2.753604914322664,2.8442657342657345,2.9365702635354527,3.191967871485944,3.3324547803617572,3.5394206549118388,3.7636627906976745,4.153101240496198,4.227281105990784,4.4822175732217575,3.3506916192026037
assetTurnover,0.6108954297348673,0.5692813556979954,0.572167742731289,0.5600972395653444,0.5139890282131662,0.7160906998707169,0.762844102190924,0.8026724942520886,0.7737765546084154,0.7844514078912526,0.789593682454211,0.7968191919462368,0.8369581817873284,0.821900105176002,0.7169618099319385,0.6842278926528816,0.6393145493491514,0.6223845898372634,0.6000650477016479,0.5763976518351895,0.4805925030229746,1.3902376743272442,1.464844774814167,1.5083554696933108,1.5623866991246698,1.4375448487954894,1.6437025796661608,1.4969326980345443,1.638495575221239,1.7490002150075252,1.8066898954703832,1.8332137365453613,1.9599696048632218,1.946191135734072,1.9381736526946107,2.2756095421855815,2.1987535953978905,1.609087495306046,1.4408677396780967
operatingCashFlowPerShare,5.458600823045267,4.857840742550073,6.0453872718302915,4.675216522318454,4.925450762829404,3.9402146142054164,4.394719251336898,4.2387064510751795,4.042316258351893,4.5112550107924765,3.7062181762073756,2.3763424124513617,3.3068526379624013,2.7541428141006326,2.5974474474474474,2.543227665706052,2.473463687150838,2.3059299191374665,1.948,2.210027100271003,1.3791540785498488,1.2978161324410002,1.1496155132062855,1.1233395694285921,1.2167931688804554,0.9296059716380748,1.038727959697733,1.0628402286914993,1.3081889763779528,1.3167802807070519,1.167675544794189,0.8292109157337133,0.9629339275845341,0.5474819327654836,0.5054539032501204,0.5877162160176634,0.49775476822961695,0.08993006993006993,0.3148
freeCashFlowPerShare,4.522469135802469,3.9934864028659827,5.28761716822891,3.77981345769487,3.845873786407767,2.774484755578266,3.1759692513368982,3.051175195865978,2.986796054724785,3.564754856614246,2.6633235611788306,1.3665369649805448,2.321558520315343,1.9065983730039169,1.8136636636636636,1.8804034582132565,1.9706703910614525,1.747978436657682,1.1106666666666667,1.2466124661246611,0.6148036253776435,0.7562522014793942,0.7021063189568706,0.6634939193958153,0.9114484503478811,0.6723933539108704,0.8359571788413098,0.8136499728260016,0.42708661417322835,0.36154416126867656,0.11546610169491525,-0.015536280934026222,0.13466963816808233,-0.1330631839961066,-0.10385022960818441,0.12074999995920609,0.1507574931387169,-0.20335664335664336,-0.061733333333333335
cashPerShare,1.3484773662551441,3.037290343592249,2.7590856766979117,0.7495003331112592,0.691747572815534,1.3048884346789302,1.2762366310160427,0.5570928488081347,1.3797327394209353,1.143077397471477,0.7270482950162012,0.9643579766536965,1.0278956943602182,1.129557095510696,1.0124624624624625,0.600864553314121,0.9036312849162011,0.7722371967654986,1.0013333333333334,0.9525745257452575,1.472809667673716,0.11271574498062698,0.043463724506853894,0.006548175863763289,0.010120177103099304,0.02057700941817635,0.03306045340050378,0.020699510071894366,0.0,0.15313179215107012,0.0007566585956416465,0.06092659189814205,0.10890141583068162,0.01692132975673032,0.022253620630325228,0.25497972964358795,0.2692098091762802,0.0937062937062937,0.088
payoutRatio,0.5335574188305692,0.5326951021454825,0.5482303319273795,0.6742169224624864,0.5348193336461755,0.6848265460030166,0.6313774007305291,0.833292393351347,0.5389717167287875,0.46765847347994827,0.5104957570343903,0.4056052938886726,0.4205815093106828,0.4442655627108249,0.40912952807600217,0.4423076923076923,0.44495412844036697,0.3717741935483871,0.3914691943127962,0.44274809160305345,0.7816593886462883,0.46970380393925726,0.5358072916666666,0.6200187090739009,0.7972972972972973,0.7200269420745398,0.6372795969773299,0.8089275993467611,0.6371568418812513,0.5429756965026674,0.4947538337368846,0.44552570340596576,0.4740429994756162,0.31881065455296304,0.4920522783468739,0.4990990990990991,0.5498637602179837,-1.3753424657534246,0.41201716738197425
operatingCashFlowSalesRatio,0.17459774230234615,0.16457218513819163,0.2085597903169074,0.16643739771837868,0.18049096592208586,0.14810048784235394,0.15877462552299992,0.14422896944464927,0.14187921561620584,0.16462155608441495,0.14419584701553018,0.1026061477668311,0.1474132396174771,0.12444099569132752,0.1267131064085379,0.14185822215077962,0.15214776632302404,0.15217004624688724,0.13197831978319782,0.15524462212069293,0.11485721474399295,0.10411574381508117,0.10263872720217307,0.10986055298506268,0.12754848334162108,0.10470112135204036,0.12182422451994092,0.13279089661209142,0.09753548826450939,0.10570894696727559,0.09920543084162617,0.07610579880333278,0.09735899384333856,0.06332064192434972,0.06578744110604773,0.0798180872179292,0.07659268303318362,0.015005834305717619,0.05733365711510442
freeCashFlowOperatingCashFlowRatio,0.8285033623835228,0.8220702601233575,0.8746531744736412,0.8084788029925187,0.7808166138683562,0.704145592875978,0.7226785306867443,0.7198364008179959,0.7388823297914207,0.7901913875598087,0.7186094920899251,0.5750589468168719,0.7020447460113699,0.6922656164533421,0.698248453667842,0.7393767705382436,0.7967250141163185,0.7580362361192285,0.5701574264202601,0.5640711220110362,0.4457831325301205,0.5827113583932692,0.610731423585866,0.590644127076654,0.7490578297595841,0.7233100630001703,0.8047893301000303,0.7655430711610487,0.3264716504153124,0.274566810094197,0.09888543286677035,-0.018736223365172666,0.13985345651481362,-0.24304579938184884,-0.2054593484003522,0.205456301303718,0.30287503558212353,-2.261275272161742,-0.19610334603981364
cashFlowCoverageRatios,0.276909330794796,0.2293640054127199,0.26412328914753747,0.193719806763285,0.17959870026424588,0.2439752365082211,0.31192399387965697,0.27567514825616063,0.2892166905688725,0.36716818712276167,0.32330138903844086,0.22175422288710403,0.33943883347079784,0.25838456646173413,0.24714622473033787,0.28440219142765066,0.29277566539923955,0.27632428940568476,0.17760758570386578,0.18414813142147454,0.09933630725709934,0.23933095160766482,0.2416373858046381,0.3082659478885894,0.3739612188365651,0.3386966551326413,0.4840792369772561,0.440885072655218,0.449027027027027,0.5347636815920398,0.687455452601568,0.6035476718403547,0.7926767676767676,0.5368024132730015,0.4654371584699454,1.0902869176098973,0.7587473002159827,0.07746987951807228,0.38452768729641695
shortTermCoverageRatios,1.2792115110133857,1.015972482375779,1.3552811059907834,0.9796872818651403,0.9019333947109432,1.2580487274309333,1.9150888435770463,1.5733201336468259,1.0756466155865048,1.4322075379344101,1.8947700560069418,1.1371964844331894,1.8845688612407119,1.3842659195880973,0.6525954428851667,0.5906961178045516,0.4873417721518987,0.8833247289623128,1.7904411764705883,1.2162565249813573,0.2536111111111111,0.8588578088578088,0.6332412523020258,1.3095419847328245,1.843997124370956,2.878921568627451,4.646478873239436,5.907079646017699,1.9184757505773673,2.5291176470588237,3.821693907875186,23.669565217391305,6.095145631067961,2.8023622047244094,0.9208108108108108,4.387711864406779,70.26,0.16921052631578948,0.9406374501992032
